Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
14;1113714;Форма банка (без печати работодателя);Ремонт;0;0.49;мужской;0;0;среднее-специальное;специалист;>250;0;113;31;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1113734;Поступление зарплаты на счет;Отпуск;1;0.58;мужской;0;0;высшее;вспомогательный персонал;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1113754;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.5;мужской;1;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;151;49;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1113774;Свободная форма с печатью работодателя;Ремонт;1;0.58;мужской;1;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;< 50;0;36;37;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1113794;;Покупка автомобиля;0;;женский;0;0;высшее;другое;;1;65;25;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1113814;2НДФЛ;Ремонт;1;0.46;мужской;0;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1113834;Свободная форма с печатью работодателя;Ремонт;1;0.36;мужской;1;0;незаконченное высшее;менеджер среднего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1113854;Форма банка (без печати работодателя);Покупка автомобиля;1;0.46;мужской;0;0;высшее;менеджер высшего звена;< 50;0;14;36;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1113874;Поступление зарплаты на счет;Лечение;0;0.28;мужской;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1113894;2НДФЛ;Ремонт;1;0.36;мужской;0;0;высшее;менеджер среднего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1113914;Свободная форма с печатью работодателя;Покупка автомобиля;0;0.55;мужской;1;0;среднее-специальное;рабочий;< 50;0;87;39;Торговля;ООО;женат / замужем;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1113934;2НДФЛ;Покупка автомобиля;1;0.44;мужской;3;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;< 50;0;7;39;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1113954;Поступление зарплаты на счет;Ремонт;1;0.25;мужской;0;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1113974;Форма банка (без печати работодателя);Покупка автомобиля;0;0.14;мужской;0;0;среднее-специальное;рабочий;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1113994;Поступление зарплаты на счет;Покупка автомобиля;0;0.2;мужской;0;0;среднее-специальное;специалист;>250;0;50;28;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1114014;2НДФЛ;Ремонт;1;0.32;женский;0;0;среднее-специальное;рабочий;>250;0;15;53;Другое;ОАО;женат / замужем;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;
14;1114034;Форма банка (без печати работодателя);Ремонт;0;0.22;женский;0;0;высшее;менеджер высшего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1114054;2НДФЛ;Покупка автомобиля;0;0.39;женский;2;0;высшее;вспомогательный персонал;>250;3;37;32;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1114074;Поступление зарплаты на счет;Ремонт;0;0.17;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер по продажам;>250;0;92;32;Торговля;ЗАО;холост / не замужем;0;0;0;0;0;0.0294117647;1;0;0;0;0;2;3;33;5;1;1;8;34;1;0;0;0;0;0;0
14;1114094;2НДФЛ;Ремонт;1;0.55;женский;1;0;высшее;вспомогательный персонал;< 50;0;17;29;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1114114;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.57;женский;1;0;высшее;вспомогательный персонал;< 50;0;51;31;Торговля;ООО;женат / замужем;2;2;2;1;1;0;0;0;0;0;0.4;2;3;71;5;1;0;19;37;0;0;0;0;0;0;0
14;1114134;Поступление зарплаты на счет;Покупка автомобиля;1;0.37;мужской;0;0;среднее-специальное;рабочий;>250;0;16;28;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1114154;Форма банка (без печати работодателя);Ремонт;0;0.17;мужской;0;0;высшее;менеджер высшего звена;< 50;0;8;31;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1114174;Форма банка (без печати работодателя);Ремонт;1;0.25;женский;0;0;высшее;специалист;>250;0;21;45;Торговля;ООО;холост / не замужем;2;2;1;0;0;0.0281690141;0;0;0;0;0;0;8;69;8;0;0;23;93;1;1;1;1;0;0;0
14;1114194;Форма банка (без печати работодателя);Ремонт;0;0.41;мужской;0;0;второе высшее;менеджер высшего звена;>250;0;6;28;Торговля;ЗАО;женат / замужем;1;1;0;0;0;0.0248756219;1;1;1;1;0.2666666667;8;22;392;30;6;2;1;97;1;1;1;1;0;0;0
14;1114214;2НДФЛ;Ремонт;1;0.18;женский;0;0;незаконченное высшее;вспомогательный персонал;>250;3;32;43;Торговля;ООО;разведен / разведена;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
14;1114234;Поступление зарплаты на счет;Покупка автомобиля;0;0.25;мужской;0;0;высшее;менеджер среднего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1114254;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.27;мужской;1;0;высшее;менеджер среднего звена;>250;0;13;50;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1114274;Форма банка (без печати работодателя);Ремонт;1;0.15;мужской;2;0;среднее-специальное;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1114294;Поступление зарплаты на счет;Покупка мебели;1;0.19;женский;1;0;среднее-специальное;специалист;>250;0;42;34;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1114314;Форма банка (без печати работодателя);Ремонт;1;0.34;мужской;0;0;среднее-специальное;вспомогательный персонал;>250;0;249;43;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1114334;2НДФЛ;Ремонт;0;0.15;мужской;0;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1114354;Поступление зарплаты на счет;Покупка автомобиля;0;0.19;мужской;0;0;высшее;рабочий;>250;1;36;27;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1114374;Поступление зарплаты на счет;Ремонт;1;0.41;женский;1;0;среднее-специальное;вспомогательный персонал;>250;0;16;51;Другое;Государственное предприятие;женат / замужем;0;0;0;0;0;0.4761904762;0;0;0;0;0.3333333333;3;3;99;6;1;0;7;99;1;0;0;0;0;0;0
14;1114394;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.56;женский;0;0;среднее-специальное;вспомогательный персонал;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1114414;Форма банка (без печати работодателя);Ремонт;1;0.49;женский;1;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;42;31;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1114434;2НДФЛ;Другое;0;0.57;женский;0;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1114454;2НДФЛ;Покупка недвижимости/ строительство;1;0.49;мужской;0;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1114474;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.59;женский;1;0;высшее;торговый представитель;>250;1;50;30;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1114494;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.52;мужской;1;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1114514;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.45;женский;0;0;высшее;менеджер среднего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1114534;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.58;мужской;2;0;среднее;менеджер среднего звена;>250;1;41;38;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1114554;Поступление зарплаты на счет;Покупка бытовой техники;0;0.08;мужской;0;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>250;0;21;27;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1114574;Свободная форма с печатью работодателя;Ремонт;1;0.49;женский;1;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1114594;2НДФЛ;Покупка недвижимости/ строительство;1;0.25;мужской;1;0;среднее;рабочий;>250;1;25;31;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1114614;2НДФЛ;Покупка автомобиля;1;0.49;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;23;27;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1114634;Поступление зарплаты на счет;Покупка автомобиля;0;0.33;мужской;0;0;высшее;рабочий;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1114654;Поступление зарплаты на счет;Ремонт;1;0.26;женский;0;0;высшее;специалист;>250;0;12;36;Другое;ОАО;женат / замужем;0;0;0;0;0;0;1;0;0;0;0.75;3;1;46;4;2;0;9;49;0;0;0;0;0;0;0
14;1114674;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.17;женский;2;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1114694;Поступление зарплаты на счет;Ремонт;1;0.29;женский;0;0;высшее;вспомогательный персонал;>250;1;8;36;Торговля;ООО;холост / не замужем;1;1;1;1;1;;0;0;0;0;1;1;0;0;1;0;0;7;7;0;0;0;0;0;0;0
14;1114714;Свободная форма с печатью работодателя;Ремонт;1;0.43;мужской;1;0;высшее;менеджер среднего звена;>250;0;12;37;Торговля;ООО;женат / замужем;1;0;0;0;0;0;0;0;0;0;0.4;2;3;163;5;0;0;6;101;0;0;0;0;0;0;0
14;1114734;Поступление зарплаты на счет;Ремонт;1;0.3;женский;0;0;высшее;вспомогательный персонал;>250;0;149;57;Информационные технологии;ООО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
14;1114754;2НДФЛ;Ремонт;1;0.49;мужской;2;0;среднее;вспомогательный персонал;>250;0;181;32;Другое;Государственное предприятие;повторный брак;3;2;2;1;1;0.0842911877;0;0;0;0;0.3;3;7;239;10;2;0;20;107;1;0;0;0;0;0;0
14;1114774;Форма банка (без печати работодателя);Ремонт;0;0.35;мужской;0;0;высшее;специалист;>250;0;77;25;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1114794;Поступление зарплаты на счет;Ремонт;1;0.47;женский;2;0;среднее-специальное;вспомогательный персонал;>250;0;40;34;Торговля;ООО;женат / замужем;1;1;1;0;0;0;0;0;0;0;1;2;0;17;2;1;0;14;14;0;0;0;0;0;0;0
14;1114814;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.38;женский;1;0;высшее;специалист;>250;0;16;30;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1114834;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;1;0.31;мужской;0;0;среднее-специальное;менеджер среднего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1114854;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.59;женский;1;0;незаконченное высшее;специалист;>250;0;91;46;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1114874;Поступление зарплаты на счет;Ремонт;0;0.24;мужской;1;0;высшее;менеджер среднего звена;>250;0;31;33;Торговля;ООО;женат / замужем;0;0;0;0;0;0.05;0;0;0;0;0.0833333333;1;11;114;12;0;0;11;81;1;1;1;1;0;0;1
14;1114894;2НДФЛ;Ремонт;1;0.29;женский;0;0;*n.a.*;специалист;>250;0;243;51;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1114914;Форма банка (без печати работодателя);Отпуск;1;0.3;мужской;0;0;высшее;рабочий;< 50;0;22;25;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1114934;Поступление зарплаты на счет;Покупка автомобиля;1;0.24;мужской;0;0;высшее;специалист;>250;0;325;51;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1114954;Свободная форма с печатью работодателя;Ремонт;1;0.41;мужской;0;0;высшее;вспомогательный персонал;>250;3;20;29;Торговля;ООО;женат / замужем;3;3;3;2;2;0;0;0;0;0;0.25;2;6;76;8;0;0;12;76;0;0;0;0;0;0;0
14;1114974;2НДФЛ;Ремонт;0;0.2;мужской;0;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1114994;2НДФЛ;Ремонт;1;0.55;женский;2;0;высшее;специалист;>250;0;115;43;Другое;ОАО;женат / замужем;0;0;0;0;0;0.0114942529;0;0;0;0;0.5;1;1;86;2;1;0;50;84;1;0;0;0;0;0;0
14;1115014;Поступление зарплаты на счет;Ремонт;1;0.53;мужской;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1115034;Форма банка (без печати работодателя);Ремонт;0;0.55;мужской;2;0;Высшее/Второе высшее/Ученая степень;специалист;< 50;0;11;46;Торговля;Иная форма;женат / замужем;0;0;0;0;0;0;1;0;0;0;1;1;0;21;1;1;0;19;19;0;0;0;0;0;0;0
14;1115054;Форма банка (без печати работодателя);Ремонт;1;0.48;мужской;1;0;высшее;менеджер среднего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1115074;2НДФЛ;Ремонт;1;0.56;женский;0;0;среднее-специальное;рабочий;>250;0;243;38;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1115094;Свободная форма с печатью работодателя;Покупка автомобиля;0;0.55;женский;0;0;высшее;специалист;>250;0;37;29;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1115114;Поступление зарплаты на счет;Ремонт;0;0.06;женский;0;0;высшее;специалист;>250;0;21;35;Торговля;ООО;гражданский брак;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
14;1115134;2НДФЛ;Ремонт;1;0.21;мужской;0;0;высшее;специалист;>250;0;12;25;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1115154;Поступление зарплаты на счет;Другое;1;0.26;мужской;0;0;среднее-специальное;специалист;>250;0;13;26;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1115174;Свободная форма с печатью работодателя;Ремонт;1;0.34;женский;0;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1115194;2НДФЛ;Другое;1;0.51;мужской;0;0;среднее-специальное;вспомогательный персонал;>250;1;339;49;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1115214;2НДФЛ;Ремонт;0;0.36;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;< 50;0;85;51;Торговля;ООО;холост / не замужем;1;0;0;0;0;0.1162790698;0;0;0;0;0.5;1;1;38;2;1;0;29;70;1;0;0;0;0;0;0
14;1115234;Поступление зарплаты на счет;Ремонт;1;0.59;женский;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1115254;2НДФЛ;Ремонт;1;0.49;женский;2;0;среднее-специальное;специалист;>250;0;56;30;Торговля;ЗАО;разведен / разведена;1;1;0;0;0;0.0317460317;0;0;0;0;0.2;1;4;61;5;1;0;9;81;1;0;0;0;0;0;0
14;1115274;Форма банка (без печати работодателя);Ремонт;1;0.19;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;25;36;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1115294;Форма банка (без печати работодателя);Ремонт;1;0.3;женский;1;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;129;36;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1115314;Форма банка (без печати работодателя);Ремонт;1;0.19;мужской;1;0;высшее;рабочий;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1115334;2НДФЛ;Ремонт;0;0.56;мужской;1;0;высшее;рабочий;>250;3;88;29;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1115354;2НДФЛ;Покупка недвижимости/ строительство;1;0.35;мужской;1;0;высшее;менеджер среднего звена;>250;1;45;34;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1115374;2НДФЛ;Обучение;1;0.54;женский;0;0;высшее;вспомогательный персонал;>250;3;334;46;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1115394;2НДФЛ;Ремонт;1;0.13;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;188;37;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1115414;Форма банка (без печати работодателя);Покупка мебели;0;0.14;мужской;3;0;высшее;менеджер высшего звена;< 50;0;76;41;Торговля;ООО;женат / замужем;0;0;0;0;0;0;1;0;0;0;0;0;1;18;1;0;1;28;28;0;0;0;0;0;0;0
14;1115434;2НДФЛ;Другое;1;0.16;мужской;1;0;среднее-специальное;вспомогательный персонал;>250;3;83;44;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1115454;2НДФЛ;Покупка недвижимости/ строительство;0;0.32;женский;1;0;высшее;менеджер среднего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1115474;Форма банка (без печати работодателя);Покупка автомобиля;1;0.2;мужской;2;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;102;28;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1115494;Форма банка (без печати работодателя);Покупка автомобиля;1;0.23;мужской;2;0;высшее;менеджер среднего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1115514;2НДФЛ;Ремонт;1;0.35;мужской;0;0;высшее;специалист;>250;3;169;34;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1115534;Поступление зарплаты на счет;Ремонт;1;0.3;мужской;1;0;среднее-специальное;рабочий;>250;0;111;39;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1115554;2НДФЛ;Ремонт;1;0.49;мужской;0;0;высшее;рабочий;< 50;0;22;33;Другое;Государственное предприятие;женат / замужем;2;2;2;1;1;0.268907563;0;0;0;0;0.2857142857;2;5;87;7;1;0;8;86;1;1;0;0;0;0;0
14;1115574;2НДФЛ;Покупка автомобиля;1;0.49;мужской;0;0;второе высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1115594;2НДФЛ;Покупка автомобиля;1;0.59;женский;0;0;среднее;вспомогательный персонал;>250;3;136;46;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1115614;2НДФЛ;Ремонт;1;0.17;женский;1;0;высшее;менеджер по продажам;< 50;0;89;32;Другое;ООО;холост / не замужем;3;3;3;3;3;0.08;0;0;0;0;0;0;1;23;1;0;0;37;37;1;0;0;0;0;0;0
14;1115634;Поступление зарплаты на счет;Отпуск;1;0.19;мужской;2;0;высшее;торговый представитель;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1115654;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;0;0.25;мужской;0;0;высшее;специалист;>250;0;7;26;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1115674;2НДФЛ;Ремонт;0;0.22;мужской;1;0;среднее-специальное;вспомогательный персонал;>250;0;20;41;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1115694;2НДФЛ;Покупка автомобиля;1;0.48;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0;56;29;Другое;Государственное предприятие;женат / замужем;2;1;1;1;1;0;0;1;0;0;0.5;2;2;42;4;2;0;3;28;0;0;0;0;0;0;0
14;1115714;Форма банка (без печати работодателя);Ремонт;0;0.59;женский;0;0;высшее;менеджер среднего звена;< 50;0;169;43;Торговля;ООО;женат / замужем;0;0;0;0;0;0.0103092784;1;0;0;0;0.3333333333;2;4;96;6;1;1;10;66;1;0;0;0;0;0;0
14;1115734;Поступление зарплаты на счет;Покупка автомобиля;0;0.41;женский;0;0;высшее;специалист;>250;0;9;33;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1115754;Форма банка (без печати работодателя);Ремонт;0;0.1;мужской;0;0;высшее;менеджер среднего звена;>250;0;164;38;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1115774;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.11;мужской;1;0;среднее-специальное;рабочий;>250;1;11;36;Другое;ОАО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0;0;6;74;6;0;0;50;91;0;0;0;0;0;0;0
14;1115794;2НДФЛ;Ремонт;1;0.55;женский;0;0;высшее;специалист;>250;0;35;25;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1115814;Форма банка (без печати работодателя);Ремонт;0;0.47;женский;1;0;среднее-специальное;специалист;< 50;0;43;46;Торговля;ООО;женат / замужем;4;4;2;0;0;0.0218978102;0;0;0;0;0.2857142857;2;5;134;7;1;1;28;93;1;1;0;0;0;0;0
14;1115834;Свободная форма с печатью работодателя;Лечение;1;0.55;женский;1;0;второе высшее;вспомогательный персонал;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1115854;Поступление зарплаты на счет;Отпуск;1;0.59;женский;0;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1115874;Форма банка (без печати работодателя);Покупка земли;0;0.23;женский;0;0;высшее;менеджер по продажам;>250;0;9;33;Торговля;ООО;женат / замужем;1;1;0;0;0;0;0;0;0;0;0.6666666667;2;1;37;3;1;0;11;40;0;0;0;0;0;0;0
14;1115894;Форма банка (без печати работодателя);Отпуск;0;0.28;мужской;1;0;высшее;менеджер среднего звена;>250;0;25;37;Информационные технологии;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0.4285714286;3;4;181;7;1;3;14;109;0;0;0;0;0;0;0
14;1115914;2НДФЛ;Ремонт;0;0.4;женский;0;0;среднее-специальное;менеджер среднего звена;>250;3;17;31;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1115934;Свободная форма с печатью работодателя;Покупка автомобиля;0;0.54;мужской;1;0;высшее;менеджер высшего звена;< 50;0;20;37;Торговля;ООО;женат / замужем;0;0;0;0;0;0.1333333333;1;0;0;0;0.5;1;1;52;2;1;0;37;38;1;1;0;0;0;0;0
14;1115954;2НДФЛ;Ремонт;1;0.57;мужской;2;0;высшее;рабочий;>250;1;14;32;Торговля;ЗАО;женат / замужем;0;0;0;0;0;0.06;0;3;0;0;0.4166666667;5;7;47;12;2;0;3;15;1;0;0;0;0;0;0
14;1115974;2НДФЛ;Покупка земли;0;0.41;женский;1;0;*n.a.*;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1115994;Форма банка (без печати работодателя);Покупка автомобиля;1;0.48;мужской;0;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1116014;2НДФЛ;Покупка недвижимости/ строительство;1;0.24;мужской;3;0;высшее;рабочий;>250;0;164;38;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1116034;2НДФЛ;Ремонт;1;0.53;женский;0;0;высшее;менеджер среднего звена;>250;0;350;53;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1116054;2НДФЛ;Покупка недвижимости/ строительство;0;0.45;мужской;0;0;среднее;специалист;>250;0;244;43;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1116074;2НДФЛ;Ремонт;0;0.56;мужской;1;0;высшее;менеджер среднего звена;>250;0;52;28;Другое;ОАО;женат / замужем;5;4;4;3;0;0.0384615385;1;2;2;1;0.6;3;2;25;5;1;0;0;28;1;0;0;0;0;0;0
14;1116094;Поступление зарплаты на счет;Покупка бытовой техники;1;0.03;мужской;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1116114;2НДФЛ;Покупка недвижимости/ строительство;0;0.28;мужской;2;0;среднее;специалист;>250;3;197;37;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1116134;2НДФЛ;Ремонт;1;0.28;мужской;0;0;высшее;менеджер среднего звена;>250;0;35;45;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1116154;2НДФЛ;Ремонт;1;0.45;женский;0;0;высшее;менеджер среднего звена;>250;1;84;48;Торговля;ООО;женат / замужем;3;2;2;2;2;0.0216216216;1;0;0;0;0.2;3;7;181;10;3;0;12;71;1;0;0;0;0;0;0
14;1116174;Поступление зарплаты на счет;Покупка автомобиля;0;0.57;женский;0;0;высшее;менеджер среднего звена;>250;0;19;33;Информационные технологии;ООО;разведен / разведена;0;0;0;0;0;0.0183486239;1;0;0;0;0.375;3;5;107;8;1;0;11;87;1;0;0;0;0;0;0
14;1116194;2НДФЛ;Ремонт;1;0.49;женский;2;0;высшее;вспомогательный персонал;< 50;3;69;28;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1116214;Форма банка (без печати работодателя);Покупка автомобиля;0;0.57;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1116234;2НДФЛ;Покупка автомобиля;0;0.22;женский;0;0;второе высшее;менеджер среднего звена;>250;0;8;30;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1116254;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;1;0.4;женский;0;0;среднее;рабочий;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1116274;Форма банка (без печати работодателя);Ремонт;0;0.47;мужской;0;0;высшее;менеджер среднего звена;>250;0;24;27;Торговля;ООО;женат / замужем;2;0;0;0;0;0.1428571429;1;0;0;0;0.125;1;7;48;8;1;2;2;71;1;1;0;0;0;0;0
14;1116294;Форма банка (без печати работодателя);Ремонт;1;0.31;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;10;34;Другое;ООО;женат / замужем;0;0;0;0;0;0.08;1;0;0;0;0.6;3;2;69;5;1;0;8;43;1;0;0;0;0;0;0
14;1116314;2НДФЛ;Ремонт;1;0.33;мужской;0;0;среднее;вспомогательный персонал;>250;1;159;56;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
