Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
14;1007894;Поступление зарплаты на счет;Покупка автомобиля;1;0.42;мужской;0;0;среднее-специальное;торговый представитель;>250;0;6;28;Торговля;ООО;холост / не замужем;4;1;1;1;1;0.2209302326;0;1;0;0;0.5;4;4;67;8;3;0;5;77;1;0;0;0;0;0;0
14;1007914;Форма банка (без печати работодателя);Ремонт;1;0.4;женский;0;0;высшее;специалист;< 50;0;114;51;Другое;ООО;холост / не замужем;0;0;0;0;0;0.2275132275;0;0;0;0;0.2727272727;3;8;146;11;1;2;7;83;1;0;0;0;0;0;0
14;1007934;Форма банка (без печати работодателя);Ремонт;0;0.26;женский;0;0;высшее;менеджер высшего звена;< 50;0;64;52;Другое;ЗАО;женат / замужем;1;1;1;1;1;0.125;0;0;0;0;0;0;1;14;1;0;1;34;34;1;0;0;0;0;0;0
14;1007954;Поступление зарплаты на счет;Ремонт;1;0.49;мужской;1;0;высшее;менеджер среднего звена;>250;0;101;42;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1007974;Форма банка (без печати работодателя);Ремонт;1;0.59;женский;0;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1007994;Поступление зарплаты на счет;Ремонт;0;0.37;мужской;2;0;высшее;менеджер среднего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1008014;Поступление зарплаты на счет;Покупка автомобиля;1;0.43;женский;0;0;незаконченное высшее;вспомогательный персонал;>250;0;11;38;Информационные технологии;ЗАО;женат / замужем;0;0;0;0;0;0.3142857143;0;0;0;0;0.5;2;2;24;4;2;0;7;39;1;1;1;1;0;0;0
14;1008034;Поступление зарплаты на счет;Покупка автомобиля;1;0.36;женский;0;0;среднее-специальное;специалист;>250;0;19;25;Торговля;ООО;холост / не замужем;2;2;0;0;0;0.0714285714;0;0;0;0;0;0;2;13;2;0;0;20;26;1;0;0;0;0;0;0
14;1008054;Форма банка (без печати работодателя);Покупка автомобиля;1;0.36;мужской;1;0;среднее-специальное;вспомогательный персонал;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1008074;Поступление зарплаты на счет;Ремонт;1;0.39;мужской;1;0;второе высшее;вспомогательный персонал;>250;1;67;30;Другое;ООО;женат / замужем;0;0;0;0;0;0.1911764706;0;0;0;0;0.75;3;1;55;4;2;1;9;64;1;1;1;1;0;0;0
14;1008094;2НДФЛ;Покупка недвижимости/ строительство;1;0.42;женский;1;0;второе высшее;вспомогательный персонал;>250;0;16;32;Другое;ОАО;женат / замужем;1;1;0;0;0;0;0;0;0;0;0.75;3;1;39;4;0;1;7;23;0;0;0;0;0;0;0
14;1008114;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.48;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0;13;31;Торговля;ООО;женат / замужем;2;2;2;2;2;0.75;0;0;0;0;0;0;1;3;1;0;0;12;12;1;0;0;0;0;0;0
14;1008134;Поступление зарплаты на счет;Ремонт;0;0.37;мужской;2;0;высшее;менеджер среднего звена;>250;0;121;34;Информационные технологии;ОАО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0.25;1;3;83;4;0;1;32;96;0;0;0;0;0;0;0
14;1008154;Свободная форма с печатью работодателя;Ремонт;0;0.44;женский;1;0;высшее;специалист;>250;0;68;40;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1008174;Поступление зарплаты на счет;Ремонт;0;0.48;мужской;0;0;высшее;торговый представитель;>250;1;27;29;Торговля;ЗАО;женат / замужем;0;0;0;0;0;0.0636363636;0;0;0;0;0.2857142857;2;5;103;7;2;3;6;70;1;0;0;0;0;0;0
14;1008194;Поступление зарплаты на счет;Ремонт;0;0.46;мужской;0;0;высшее;менеджер среднего звена;>250;0;11;25;Другое;ООО;холост / не замужем;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;
14;1008214;Поступление зарплаты на счет;Ремонт;1;0.54;мужской;2;0;среднее-специальное;рабочий;>250;1;34;32;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1008234;Поступление зарплаты на счет;Обучение;1;0.38;женский;0;0;высшее;специалист;>250;1;75;25;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1008254;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;1;0.59;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1008274;Поступление зарплаты на счет;Ремонт;0;0.56;женский;1;0;высшее;менеджер среднего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1008294;Форма банка (без печати работодателя);Ремонт;0;0.08;женский;0;0;высшее;специалист;>250;0;32;28;Торговля;ООО;женат / замужем;1;1;1;1;1;0;1;0;0;0;0.1818181818;2;9;153;11;1;2;15;76;0;0;0;0;0;0;0
14;1008314;Свободная форма с печатью работодателя;Лечение;1;0.34;мужской;1;0;среднее-специальное;рабочий;>250;0;7;53;Другое;ЗАО;женат / замужем;3;3;2;2;0;0.04;1;0;0;0;0.3333333333;1;2;24;3;0;0;18;94;1;0;0;0;0;0;0
14;1008334;Поступление зарплаты на счет;Отпуск;1;0.26;женский;1;0;высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1008354;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.56;мужской;0;0;высшее;рабочий;>250;0;96;56;Другое;ООО;женат / замужем;2;1;1;0;0;0.1052631579;0;0;0;0;0.5;1;1;34;2;1;0;22;75;1;0;0;0;0;0;0
14;1008374;Форма банка (без печати работодателя);Ремонт;1;0.43;женский;2;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;18;29;Информационные технологии;ООО;женат / замужем;2;2;1;0;0;0;1;1;0;0;0.5555555556;5;4;81;9;3;1;4;48;0;0;0;0;0;0;0
14;1008394;Свободная форма с печатью работодателя;Ремонт;1;0.41;мужской;1;0;незаконченное высшее;специалист;< 50;0;25;42;Торговля;ООО;женат / замужем;0;0;0;0;0;0.05;1;0;0;0;0.5;1;1;19;2;0;1;10;10;1;0;0;0;0;0;0
14;1008414;Форма банка (без печати работодателя);Другое;1;0.43;мужской;1;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1008434;2НДФЛ;Ремонт;1;0.49;женский;1;0;высшее;вспомогательный персонал;>250;1;22;44;Другое;Государственное предприятие;женат / замужем;7;6;5;5;5;0;0;1;1;1;0.5;1;1;10;2;1;0;1;24;0;0;0;0;0;0;0
14;1008454;Поступление зарплаты на счет;Ремонт;0;0.25;женский;0;0;высшее;специалист;>250;1;19;31;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1008474;Поступление зарплаты на счет;Ремонт;0;0.1;женский;1;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;62;43;Информационные технологии;ООО;холост / не замужем;0;0;0;0;0;0;1;0;0;0;0;0;1;48;1;0;1;79;79;0;0;0;0;0;0;0
14;1008494;Поступление зарплаты на счет;Ремонт;1;0.3;женский;1;0;высшее;специалист;>250;1;72;28;Торговля;ООО;женат / замужем;1;1;1;1;1;0;0;0;0;0;0.5;1;1;33;2;0;0;17;35;0;0;0;0;0;0;0
14;1008514;2НДФЛ;Ремонт;1;0.4;женский;0;0;высшее;рабочий;>250;0;82;49;Другое;Государственное предприятие;женат / замужем;2;2;1;1;1;0;0;1;1;1;1;2;0;2;2;2;0;1;54;0;0;0;0;0;0;0
14;1008534;Поступление зарплаты на счет;Покупка автомобиля;0;0.36;женский;1;0;высшее;менеджер высшего звена;>250;0;34;42;Информационные технологии;ООО;холост / не замужем;1;0;0;0;0;0;1;1;0;0;0.5;2;2;72;4;0;0;5;59;0;0;0;0;0;0;0
14;1008554;Форма банка (без печати работодателя);Ремонт;1;0.3;мужской;0;0;незаконченное высшее;менеджер высшего звена;< 50;0;20;29;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1008574;Поступление зарплаты на счет;Ремонт;0;0.52;женский;0;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1008594;Поступление зарплаты на счет;Отпуск;1;0.24;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;154;34;Торговля;ООО;холост / не замужем;2;1;0;0;0;0.0056818182;1;0;0;0;0.4545454545;5;6;175;11;5;6;15;109;1;0;0;0;0;0;0
14;1008614;Поступление зарплаты на счет;Покупка автомобиля;0;0.45;мужской;0;0;высшее;менеджер среднего звена;>250;0;94;51;Другое;ЗАО;женат / замужем;1;1;1;0;0;0;1;0;0;0;0.6;3;2;108;5;2;1;13;118;0;0;0;0;0;0;0
14;1008634;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.3;женский;0;0;высшее;специалист;>250;0;79;30;Другое;ЗАО;холост / не замужем;1;1;1;1;1;0;0;0;0;0;1;1;0;3;1;0;0;9;9;0;0;0;0;0;0;0
14;1008654;Поступление зарплаты на счет;Покупка мебели;1;0.22;мужской;0;0;высшее;специалист;>250;1;11;38;Торговля;ООО;повторный брак;1;1;1;1;1;0;0;0;0;0;0;0;1;1;1;0;0;7;7;0;0;0;0;0;0;0
14;1008674;Свободная форма с печатью работодателя;Ремонт;1;0.32;женский;0;0;среднее-специальное;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1008694;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.31;мужской;1;0;высшее;торговый представитель;>250;1;149;31;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1008714;Поступление зарплаты на счет;Ремонт;0;0.54;мужской;0;0;высшее;специалист;< 50;0;82;30;Торговля;ООО;женат / замужем;1;1;0;0;0;0.0254237288;1;2;0;0;0.625;5;3;115;8;2;1;5;50;1;0;0;0;0;0;0
14;1008734;2НДФЛ;Покупка мебели;1;0.59;женский;0;0;высшее;вспомогательный персонал;>250;0;89;50;Торговля;ЗАО;холост / не замужем;2;2;2;2;2;0.2301587302;0;0;0;0;0.6;3;2;97;5;1;2;10;83;1;1;0;0;0;0;0
14;1008754;Форма банка (без печати работодателя);Покупка автомобиля;0;0.47;женский;0;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1008774;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.47;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0;22;54;Торговля;ООО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
14;1008794;Форма банка (без печати работодателя);Покупка бытовой техники;1;0.34;мужской;0;0;среднее-специальное;вспомогательный персонал;>250;0;34;28;Торговля;ООО;холост / не замужем;0;0;0;0;0;0;1;0;0;0;1;1;0;16;1;1;0;16;16;0;0;0;0;0;0;0
14;1008814;Форма банка (без печати работодателя);Ремонт;0;0.48;мужской;2;0;Высшее/Второе высшее/Ученая степень;специалист;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1008834;2НДФЛ;Ремонт;0;0.51;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;42;28;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1008854;Поступление зарплаты на счет;Другое;1;0.37;женский;0;0;среднее-специальное;специалист;>250;1;9;28;Информационные технологии;ОАО;холост / не замужем;2;1;1;1;0;0.0588235294;0;2;0;0;1;3;0;32;3;0;0;4;22;1;0;0;0;0;0;0
14;1008874;Поступление зарплаты на счет;Покупка автомобиля;0;0.51;мужской;0;0;высшее;рабочий;>250;0;29;26;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1008894;Поступление зарплаты на счет;Ремонт;1;0.35;женский;0;0;высшее;специалист;>250;1;76;34;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1008914;2НДФЛ;Ремонт;1;0.55;мужской;0;0;Высшее/Второе высшее/Ученая степень;рабочий;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1008934;Форма банка (без печати работодателя);Ремонт;0;0.35;мужской;0;0;высшее;менеджер по продажам;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1008954;Поступление зарплаты на счет;Лечение;1;0.39;женский;0;0;высшее;специалист;>250;0;6;31;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1008974;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.48;женский;0;0;высшее;специалист;< 50;0;17;30;Юридические услуги;ООО;холост / не замужем;0;0;0;0;0;0.1214953271;1;0;0;0;0.75;4;0;94;4;2;0;23;60;1;0;0;0;0;0;0
14;1008994;2НДФЛ;Покупка недвижимости/ строительство;0;0.42;женский;3;0;высшее;менеджер высшего звена;< 50;0;51;39;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1009014;2НДФЛ;Ремонт;0;0.32;мужской;1;0;высшее;менеджер среднего звена;>250;0;104;37;Другое;ООО;женат / замужем;1;1;1;1;1;0;0;1;0;0;1;1;0;7;1;1;0;5;5;0;0;0;0;0;0;0
14;1009034;Поступление зарплаты на счет;Ремонт;1;0.24;мужской;1;0;среднее-специальное;рабочий;>250;1;85;35;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1009054;Поступление зарплаты на счет;Ремонт;1;0.44;женский;0;0;второе высшее;торговый представитель;>250;1;14;26;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1009074;2НДФЛ;Покупка недвижимости/ строительство;0;0.42;мужской;0;0;среднее-специальное;менеджер высшего звена;>250;0;84;55;Торговля;ООО;разведен / разведена;2;2;2;0;0;0.0689655172;0;0;0;0;0.2;1;4;27;5;0;0;34;83;1;0;0;0;0;0;0
14;1009094;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.41;женский;1;0;высшее;вспомогательный персонал;>250;0;6;34;Торговля;ООО;холост / не замужем;3;3;1;0;0;0.1071428571;0;1;1;1;0.1666666667;1;5;25;6;1;0;1;41;1;0;0;0;0;0;0
14;1009114;Форма банка (без печати работодателя);Ремонт;0;0.13;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1009134;Форма банка (без печати работодателя);Ремонт;1;0.22;мужской;2;0;высшее;специалист;< 50;0;96;45;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1009154;;Покупка автомобиля;0;;женский;0;0;высшее;другое;;1;74;27;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1009174;Поступление зарплаты на счет;Ремонт;0;0.58;женский;1;0;высшее;менеджер по продажам;< 50;1;20;32;Торговля;ООО;повторный брак;4;2;1;0;0;0;1;2;1;1;0.3;3;7;72;10;1;2;0;63;0;0;0;0;0;0;0
14;1009194;Форма банка (без печати работодателя);Ремонт;1;0.29;мужской;0;0;среднее;менеджер высшего звена;< 50;0;23;53;Другое;ООО;холост / не замужем;2;1;1;1;1;0.0319634703;0;1;0;0;0.2142857143;3;11;212;14;1;1;5;103;1;0;0;0;0;0;0
14;1009214;Свободная форма с печатью работодателя;Ремонт;0;0.49;мужской;2;0;высшее;специалист;>250;0;28;37;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1009234;2НДФЛ;Лечение;1;0.59;женский;0;0;высшее;специалист;>250;0;56;40;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1009254;Свободная форма с печатью работодателя;Ремонт;1;0.49;мужской;1;0;высшее;вспомогательный персонал;>250;3;64;35;Торговля;Индивидуальный предприниматель;женат / замужем;4;3;3;3;0;0;0;0;0;0;0.5;1;1;16;2;0;0;15;102;0;0;0;0;0;0;0
14;1009274;Поступление зарплаты на счет;Ремонт;0;0.35;мужской;0;0;высшее;менеджер среднего звена;>250;1;24;54;Торговля;ООО;холост / не замужем;4;4;4;2;2;0.027027027;1;0;0;0;0.5;4;4;144;8;3;3;6;116;1;0;0;0;0;0;0
14;1009294;2НДФЛ;Ремонт;1;0.4;мужской;0;0;среднее-специальное;менеджер среднего звена;>250;3;227;51;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1009314;2НДФЛ;Ремонт;1;0.45;женский;0;0;высшее;специалист;>250;0;203;36;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1009334;Поступление зарплаты на счет;Ремонт;1;0.41;женский;0;0;высшее;вспомогательный персонал;>250;0;27;23;Другое;ООО;холост / не замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
14;1009354;Поступление зарплаты на счет;Ремонт;0;0.32;мужской;0;0;незаконченное высшее;специалист;>250;0;9;26;Другое;ООО;женат / замужем;1;1;0;0;0;0.08;0;0;0;0;0.5;1;1;23;2;1;0;10;42;1;0;0;0;0;0;0
14;1009374;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.14;мужской;1;0;среднее-специальное;рабочий;>250;0;44;49;Торговля;ООО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
14;1009394;Свободная форма с печатью работодателя;Ремонт;1;0.59;мужской;1;0;высшее;специалист;< 50;0;58;41;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1009414;Поступление зарплаты на счет;Обучение;1;0.43;женский;0;0;высшее;менеджер среднего звена;>250;1;72;34;Торговля;ООО;женат / замужем;1;1;1;0;0;0.1260504202;0;2;0;0;0.2857142857;2;5;104;7;2;2;4;77;1;1;1;0;0;0;0
14;1009434;Свободная форма с печатью работодателя;Ремонт;1;0.5;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1009454;Форма банка (без печати работодателя);Ремонт;0;0.47;мужской;1;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;< 50;0;95;53;Другое;Государственное предприятие;женат / замужем;4;3;0;0;0;0.0064516129;1;0;0;0;0.75;11;1;308;12;5;1;17;109;1;0;0;0;0;0;0
14;1009474;Поступление зарплаты на счет;Ремонт;1;0.49;женский;0;0;высшее;специалист;>250;0;6;27;Другое;Иная форма;холост / не замужем;3;2;2;0;0;0.0097087379;0;0;0;0;0.5;2;2;102;4;0;0;19;63;1;0;0;0;0;0;0
14;1009494;Форма банка (без печати работодателя);Ремонт;1;0.5;мужской;1;0;среднее-специальное;вспомогательный персонал;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1009514;Поступление зарплаты на счет;Ремонт;0;0.47;мужской;0;0;высшее;специалист;>250;1;58;28;Другое;ООО;холост / не замужем;0;0;0;0;0;0.0113636364;1;0;0;0;0.7142857143;5;2;174;7;3;1;11;101;1;0;0;0;0;0;0
14;1009534;Поступление зарплаты на счет;Ремонт;0;0.44;женский;0;0;высшее;торговый представитель;>250;0;14;26;Другое;ОАО;женат / замужем;2;1;0;0;0;0.0784313725;0;0;0;0;0.6666666667;2;1;47;3;1;0;8;23;1;0;0;0;0;0;0
14;1009554;Форма банка (без печати работодателя);Ремонт;1;0.47;мужской;0;0;высшее;рабочий;>250;0;41;25;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1009574;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.36;мужской;1;0;высшее;менеджер среднего звена;< 50;0;83;33;Другое;ООО;женат / замужем;1;0;0;0;0;0;1;1;1;1;0.125;1;7;81;8;1;0;1;108;0;0;0;0;0;0;0
14;1009594;2НДФЛ;Другое;1;0.19;мужской;1;0;высшее;менеджер высшего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1009614;Форма банка (без печати работодателя);Ремонт;1;0.39;мужской;1;0;среднее-специальное;рабочий;>250;0;19;42;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1009634;Форма банка (без печати работодателя);Покупка земли;0;0.34;мужской;0;0;*n.a.*;специалист;>250;0;50;30;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1009654;Поступление зарплаты на счет;Ремонт;0;0.57;женский;0;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1009674;Поступление зарплаты на счет;Ремонт;1;0.23;женский;0;0;среднее;вспомогательный персонал;>250;0;13;26;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1009694;Поступление зарплаты на счет;Покупка автомобиля;0;0.3;мужской;0;0;среднее;вспомогательный персонал;>250;0;23;29;Торговля;ООО;женат / замужем;1;0;0;0;0;0;0;0;0;0;1;1;0;19;1;1;0;18;18;0;0;0;0;0;0;0
14;1009714;Форма банка (без печати работодателя);Отпуск;0;0.21;женский;1;0;высшее;менеджер высшего звена;>250;0;103;43;Торговля;ООО;женат / замужем;1;1;1;0;0;0;0;0;0;0;1;2;0;22;2;0;0;10;16;0;0;0;0;0;0;0
14;1009734;Поступление зарплаты на счет;Ремонт;0;0.18;мужской;1;0;высшее;менеджер высшего звена;>250;1;14;37;Другое;Иная форма;женат / замужем;0;0;0;0;0;0.0733333333;1;0;0;0;0.4285714286;3;4;139;7;1;0;8;88;1;0;0;0;0;0;0
14;1009754;Поступление зарплаты на счет;Другое;1;0.19;женский;4;0;среднее;вспомогательный персонал;>250;0;60;30;Торговля;ЗАО;холост / не замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
14;1009774;Поступление зарплаты на счет;Ремонт;1;0.37;женский;1;0;высшее;специалист;>250;0;62;29;Другое;ОАО;женат / замужем;0;0;0;0;0;0.0425531915;1;0;0;0;0.4;2;3;45;5;1;3;25;47;1;0;0;0;0;0;0
14;1009794;Поступление зарплаты на счет;Покупка бытовой техники;0;0.06;женский;0;0;среднее-специальное;вспомогательный персонал;>250;1;12;50;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1009814;Поступление зарплаты на счет;Ремонт;0;0.44;женский;1;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1009834;Свободная форма с печатью работодателя;Ремонт;0;0.35;женский;1;0;высшее;менеджер среднего звена;>250;0;44;34;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1009854;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.44;женский;0;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1009874;Форма банка (без печати работодателя);Покупка автомобиля;1;0.19;мужской;1;0;высшее;специалист;>250;0;41;39;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1009894;2НДФЛ;Покупка недвижимости/ строительство;0;0.26;мужской;2;0;высшее;специалист;>250;0;69;29;Другое;ЗАО;холост / не замужем;1;1;1;0;0;0.1553398058;0;0;0;0;0;0;4;87;4;0;3;25;65;1;0;0;0;0;0;0
14;1009914;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.16;женский;0;0;высшее;специалист;>250;0;30;29;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1009934;2НДФЛ;Другое;1;0.54;мужской;2;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1009954;Форма банка (без печати работодателя);Отпуск;0;0.34;женский;1;0;высшее;специалист;>250;0;79;29;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1009974;Форма банка (без печати работодателя);Ремонт;0;0.28;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;47;26;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1009994;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.37;женский;0;0;высшее;менеджер среднего звена;>250;1;102;52;Торговля;ООО;женат / замужем;3;3;0;0;0;0;1;0;0;0;0;0;1;9;1;0;1;24;24;0;0;0;0;0;0;0
14;1010014;Форма банка (без печати работодателя);Покупка мебели;1;0.59;женский;0;0;высшее;специалист;>250;0;22;48;Торговля;ООО;женат / замужем;3;3;3;0;0;0.0100502513;0;0;0;0;0.4444444444;4;5;197;9;2;0;10;69;1;0;0;0;0;0;0
14;1010034;2НДФЛ;Ремонт;1;0.4;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;244;41;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1010054;Свободная форма с печатью работодателя;Ремонт;0;0.16;мужской;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1010074;Форма банка (без печати работодателя);Ремонт;1;0.24;женский;0;0;высшее;менеджер среднего звена;>250;0;98;33;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1010094;Форма банка (без печати работодателя);Ремонт;1;0.29;мужской;1;0;среднее-специальное;вспомогательный персонал;>250;0;94;50;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1010114;Форма банка (без печати работодателя);Отпуск;1;0.59;мужской;0;0;высшее;менеджер среднего звена;< 50;0;39;54;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1010134;2НДФЛ;Покупка автомобиля;0;0.45;мужской;0;0;высшее;рабочий;>250;1;165;52;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1010154;2НДФЛ;Ремонт;1;0.28;мужской;0;0;среднее;вспомогательный персонал;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1010174;Форма банка (без печати работодателя);Ремонт;1;0.38;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;< 50;0;38;42;Торговля;ООО;женат / замужем;4;3;1;1;1;0.037037037;1;0;0;0;0.7142857143;5;2;130;7;0;1;7;102;1;1;0;0;0;0;0
14;1010194;Форма банка (без печати работодателя);Ремонт;0;0.26;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;< 50;0;6;32;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1010214;Форма банка (без печати работодателя);Ремонт;1;0.34;женский;1;0;Высшее/Второе высшее/Ученая степень;специалист;< 50;0;36;35;Торговля;ООО;женат / замужем;0;0;0;0;0;0;1;0;0;0;0;0;2;10;2;0;2;14;14;0;0;0;0;0;0;0
14;1010234;Свободная форма с печатью работодателя;Покупка автомобиля;1;0.51;женский;0;0;высшее;специалист;< 50;0;6;28;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1010254;Поступление зарплаты на счет;Покупка автомобиля;0;0.11;мужской;0;0;высшее;менеджер среднего звена;>250;0;67;42;Информационные технологии;ООО;женат / замужем;1;1;0;0;0;0.15625;0;0;0;0;0;0;1;27;1;0;1;85;85;1;0;0;0;0;0;0
